fid,name,type,addr1,addr2,lon,lat,tel,city,gugun,create_date,erdsgn
170,14-1. 옥정저류지공원(GS샌트럴파크 주유소 앞),간이운동장,경기 양주시 옥정동 941-1,대성베르휠 앞,127.0829093,37.81273685,031-8082-7316,경기도,양주시,19990101,N
171,14. 늘밭마을 경로당,간이운동장,경상북도 경주시 양남면 효동리 250 효동2리경로당,,129.394992,35.73023083,054-779-8172,경상북도,경주시,20171101,N
172,14. 옥정저류지공원(e-편한세상1517동 앞),간이운동장,경기 양주시 옥정동 941-1,e-편한세상아파트 앞,127.0829093,37.81273685,031-8082-7190,경기도,양주시,19990101,N
173,14.냉천공원,간이운동장,경기도 고양시 일산동구 마두동 837 마두동 경노당,,126.7858478,37.6648701,031-8075-6262,경기도,고양시,20180131,N
174,14.마을회관 공터(중마을길 89),간이운동장,경상북도 경주시 충효동 1239 이문안중마을경로당,,129.1629555,35.85174857,054-779-8422,경상북도,경주시,20190101,N
175,14.송산7통 율리마을회관 앞 동네체육시설,간이운동장,경기도 고양시 일산서구 송산로266번길 19-116 (가좌동),가좌동 1057,126.7149141,37.6818854,031-8075-7443,경기도,고양시,20120425,N
176,14.왕산어린이공원,간이운동장,경기도 고양시 일산서구 성저로 26 (대화동),일산서구 대화동 2092,126.7516835,37.68235957,031-8075-7263,경기도,고양시,20100301,N
177,15-1.밤가시공원,간이운동장,경기 고양시 일산동구 정발산동 1299,,126.7827438,37.66904136,031-8075-6262,경기도,고양시,20180131,N
178,15-2.밤가시공원,간이운동장,경기도 고양시 일산동구 정발산동 1280,,126.7829993,37.67004732,031-8075-6262,경기도,고양시,20180131,N
179,15-3.밤가시공원,간이운동장,경기 고양시 일산동구 정발산동 1270,,126.7853859,37.67097429,031-8075-6262,경기도,고양시,20180131,N
180,15. 산울림어린이공원(케이플러스호텔 앞),간이운동장,경기 양주시 고암동 594-4,(케이플러스호텔 앞),127.0766575,37.83215589,031-8082-7318,경기도,양주시,19000101,N
181,15. 올골마을 경로당,간이운동장,경상북도 경주시 양남면 하서리 1467-1,,129.4515488,35.68554577,054-779-8172,경상북도,경주시,20171101,N
182,15.송화어린이공원(참맑은한의원 앞),간이운동장,경상북도 경주시 충효동 3018-3,,129.1893453,35.84075536,054-779-8422,경상북도,경주시,20191210,N
183,15.이산포 마을회관 동네체육시설,간이운동장,법곳동 1735-3,,126.7237586,37.66300034,031-8075-7443,경기도,고양시,20140328,N
184,15.장성어린이공원,간이운동장,경기도 고양시 일산서구 강성로214번길 41-10 (대화동),일산서구 대화동 2166,126.7538831,37.67679795,031-8075-7263,경기도,고양시,20090302,N
185,15통 체육시설(언하2동),간이운동장,경북 영천시 언하동 386-2,언하2동경로당 옆,128.9629678,35.98490335,054-339-7062,경상북도,영천시,20220407,N
186,16. 참수물공원(클래스센텀시티아파트 앞),간이운동장,경기 양주시 옥정동 914-4,(클래스센텀시티 아파트 앞),127.0858263,37.8215209,031-8082-7316,경기도,양주시,19990101,N
187,16. 후동마을 경로당,간이운동장,경상북도 경주시 양남면 하서리 309 하서2리노인정회관,,129.464204,35.6817633,054-779-8172,경상북도,경주시,20171101,N
188,16.대화3통마을회관 동네체육시설,간이운동장,대화동 1926-63,,126.7314507,37.65700317,031-8075-7443,경기도,고양시,20140328,N
189,16.수정공원,간이운동장,경기 고양시 일산동구 정발산동 1329,,126.77862,37.66835976,031-8075-6262,경기도,고양시,20180131,N
190,16.양촌어린이공원,간이운동장,경기도 고양시 일산서구 일산로 738 (대화동),일산서구 대화동 2211,126.7498963,37.67781487,031-8075-7263,경기도,고양시,20110103,N
191,16.장매안길 27-2(장매 경로당 공터),간이운동장,경상북도 경주시 서악동 1441-5,,129.1927411,35.81450898,054-779-8422,경상북도,경주시,20191229,N
192,17. 보물섬어린이공원(옥빛중학교 인근),간이운동장,경기 양주시 옥정동 1076-1,옥빛중학교 인근-단독주택부지,127.0959974,37.81563151,031-8082-7316,경기도,양주시,19000101,N
193,17. 읍천마을 경로당,간이운동장,경상북도 경주시 양남면 읍천리 318 읍천1리마을회관,,129.4735281,35.69090465,054-779-8172,경상북도,경주시,20170501,N
194,17.강서어린이공원,간이운동장,경기도 고양시 일산서구 호수로838번길 55-7 (대화동),일산서구 대화동 2265,126.750729,37.67219634,031-8075-7263,경기도,고양시,20081201,N
195,17.공원(충효중앙길36-5 근린공원),간이운동장,경상북도 경주시 충효동 2994 프린스목욕탕,,129.1868122,35.84315927,054-779-8422,경상북도,경주시,20200310,N
196,17.택시정류장 주변 동네체육시설,간이운동장,대화동 2241,,126.7515073,37.67402156,031-8075-7443,경기도,고양시,20150602,N
197,17통오르막쉼터,간이운동장,경상북도 김천시 모암동 110-2,17통오르막쉼터,128.1222651,36.12533126,031-919-7892,경상북도,김천시,20150101,N
198,17호공원,간이운동장,경기도 안성시 고수2로 11 (당왕동),안성3동주민센터 뒤 어린이공원,127.2574015,37.01420615,031-678-2743,경기도,안성시,20131201,N
199,18. 경로당 공터(장매안길 27-2),간이운동장,경상북도 경주시 서악동 1441-5,,129.1927411,35.81450898,054-779-8422,경상북도,경주시,20200811,N
200,18. 수렴2리 마을회관 앞,간이운동장,경상북도 경주시 양남면 수렴리 425-37 수렴2리마을회관,,129.4516528,35.66244528,054-779-8172,경상북도,경주시,20180601,N
201,18. 초록숲어린이공원(옥정제6어린이공원),간이운동장,경기 양주시 옥정동 1073-3,옥정 제6 어린이공원,127.0960717,37.81701144,031-8082-7316,경기도,양주시,19990101,N
202,18.김서어린이공원,간이운동장,경기도 고양시 일산서구 주화로 207 (대화동),일산서구 대화동 2235,126.7454195,37.67424644,031-8075-7263,경기도,고양시,20090302,N
203,18.사재공원,간이운동장,경기도 고양시 일산동구 정발산동 1241,,126.7818175,37.67260753,031-8075-6262,경기도,고양시,20180131,N
204,18.송산11통마을회관 동네체육시설,간이운동장,경기도 고양시 일산서구 구산동 219,,126.7083094,37.69405402,031-8075-7443,경기도,고양시,20180413,N
205,19. 석촌경로당 앞,간이운동장,경상북도 경주시 양남면 석촌리 111,,129.4161743,35.71178449,054-779-8172,경상북도,경주시,20190601,N
206,19. 오르락내리락어린이공원,간이운동장,경기 양주시 옥정동 1064-3,옥정 제7어린이공원,127.0980954,37.81701671,031-8082-7316,경기도,양주시,19990101,N
207,19.경로당공터(내외로 3147),간이운동장,경상북도 경주시 광명동 219-4,,129.1480938,35.81680096,054-779-8422,경상북도,경주시,20200910,N
208,19.매봉재공원,간이운동장,경기도 고양시 일산동구 정발산동 1123 율동경로당,,126.7778151,37.67525614,031-8075-6262,경기도,고양시,20180131,N
209,19.송산14통마을회관 동네체육시설,간이운동장,경기도 고양시 일산서구 구산동 920-1 송산마을회관,,126.7024966,37.69142307,031-8075-7443,경기도,고양시,20180413,N
210,19.황룡어린이공원(탄현1호),간이운동장,경기도 고양시 일산서구 탄현로 73 (탄현동),일산서구 탄현동 1475,126.7673301,37.697663,031-8075-7263,경기도,고양시,20180605,N
211,1농공단지,간이운동장,경북 봉화군 봉화읍 거촌리 730,,128.7408201,36.87289466,054-679-6282,경상북도,봉화군,20160402,N
212,1주공아파트,간이운동장,경상북도 안동시 용상동 985-1 1주공아파트,,128.7551853,36.55781846,054-840-4781,경상북도,안동시,20120101,N
213,1주공아파트내 배드민턴장,간이운동장,강원특별자치도 강릉시 교동 1752,,128.8844991,37.76649615,033-640-5986,강원특별자치도,강릉시,20180823,N
214,1호 광장 공원 체육시설,기타체육시설(체력단련장),경북 구미시 선산읍 완전리 258-1,,128.3018095,36.23833581,054-480-4915,경상북도,구미시,19000101,N
215,2-1생활권 다정동복합커뮤니티센터,생활체육관,세종특별자치시 다정동 929 다정동 복합커뮤니티센터,,127.2503429,36.49452387,044-301-7121,세종특별자치시,세종시,20200425,Y
216,2-2생활권(새롬동),생활체육관,세종특별자치시 새롬동 575 새롬동복합커뮤니티센터,2층 체육관,127.2518756,36.48522953,044-301-6819,세종특별자치시,세종시,20180516,Y
217,2-4생활권(나성동) 복컴,생활체육관,세종특별자치시 나성동 850,3층 다목적체육관,127.2642608,36.48907159,044-301-7615,세종특별자치시,세종시,20221130,N
218,2.간이공원,간이운동장,경기도 고양시 일산동구 백석동 1269,,126.7880046,37.64615882,031-8075-6262,경기도,고양시,20180131,N
219,2.이물재어린이공원,간이운동장,경기도 고양시 일산서구 고봉로 133 (주엽동),주엽동39,126.7717313,37.67340833,031-8075-7263,경기도,고양시,20100301,N
220,2.일산2동 동네체육시설,간이운동장,일산동 1673-4,,126.7765955,37.68280042,031-8075-7442,경기도,고양시,20050701,N
221,2.효현동 경로당 공터,간이운동장,경상북도 경주시 효현동 870,,129.1567072,35.82789267,054-779-8422,경상북도,경주시,20130101,N
222,20. 월천경로당 앞,간이운동장,경상북도 경주시 양남면 효동리 839-3,,129.3887732,35.72140447,054-779-8172,경상북도,경주시,20230209,N
223,20. 파란하늘어린이공원(조형폰드 앞),간이운동장,경기 양주시 옥정동 1081-3,조형폰드 앞,127.0981335,37.81562038,031-8082-7190,경기도,양주시,19990101,N
224,20.덕이3통 동네체육시설,간이운동장,경기 고양시 일산서구 덕이동 598-5,,126.7459734,37.69728017,031-8075-7443,경기도,고양시,20180530,N
225,20.두루미공원,간이운동장,경기도 고양시 일산동구 정발산동 1159 저동경로당,,126.7761671,37.67142927,031-8075-6262,경기도,고양시,20180131,N
226,20.충효6 어린이공원 내,간이운동장,경상북도 경주시 충효동 1414,충효동 1860-4,129.1644845,35.84899173,054-779-8422,경상북도,경주시,20201123,N
227,21. 닥밭공원,간이운동장,경기도 고양시 일산동구 정발산동 698 닥밭경로당,,126.7725066,37.667494,031-8075-6262,경기도,고양시,20180131,N
228,21. 신서리 마을회관 앞 공터,간이운동장,경상북도 경주시 양남면 신서리 471-1,,129.4354617,35.66694502,054-779-8172,경상북도,경주시,20221201,N
229,21. 천보어린이공원(천보초등교 앞),간이운동장,경기 양주시 옥정동 1014-1,천보초등교 앞,127.0942896,37.83323991,031-8082-7316,경기도,양주시,19990101,N
230,21.송산13통 마을회관 동네체육시설,간이운동장,경기도 고양시 일산서구 구산동 1592-2,,126.6835848,37.68191848,031-8075-7443,경기도,고양시,20190624,N
231,21.충효어린이공원(선관위 옆),간이운동장,경북 경주시 충효동 2968-2,충효동 2968-2,129.1840552,35.84435629,054-779-8422,경상북도,경주시,20201123,N
232,21.현중어린이공원(탄현3호),간이운동장,경기도 고양시 일산서구 현중로 56 (탄현동),일산서구 탄현동 1478,126.7675316,37.69559116,031-8075-7263,경기도,고양시,20110103,N
233,22. 율정어린이공원(자연나음 발전자전거 뒤편,간이운동장,경기 양주시 옥정동 998-1,자연나음 발전자전거 뒤편,127.0937109,37.83658616,031-8082-7316,경기도,양주시,19990101,N
234,22. 지경방파제 앞 공원,간이운동장,경상북도 경주시 양남면 수렴리 564,,129.4493449,35.65177329,054-779-8172,경상북도,경주시,20230531,N
235,22.경로당공터(장매안길 27-2),간이운동장,경상북도 경주시 서악동 1441-5,,129.1927411,35.81450898,054-779-8422,경상북도,경주시,20201123,N
236,22.송산12통 마을회관 동네체육시설,간이운동장,경기도 고양시 일산서구 구산동 1170-2,,126.7036398,37.68164236,031-8075-7443,경기도,고양시,20210618,N
237,22호공원,간이운동장,경기도 안성시 대덕면 대학1길 25,,127.2245761,37.00422307,031-678-2743,경기도,안성시,20161231,N
238,22호근린공원,간이운동장,서울특별시 관악구 신원동,,126.927083,37.482544,031-481-2470,서울특별시,관악구,20161231,N
239,23. 구만마을 소공원,간이운동장,경상북도 경주시 양남면 환서리 967,,129.4419455,35.70271504,054-779-8172,경상북도,경주시,20240315,N
240,23. 노하마을 정자(노하길 17),간이운동장,경상북도 경주시 서악동 963-1,,129.1901459,35.82382688,054-779-8422,경상북도,경주시,20210524,N
241,23.덕이4통마을회관 동네체육시설,간이운동장,경기도 고양시 일산서구 덕이동 1000-6,,0,0,031-909-9000,경기도,고양시,20220622,N
242,23.탄현어린이공원(탄현5호),간이운동장,경기도 고양시 일산서구 현중로36번길 12 (탄현동),일산서구 탄현동 1495,126.7686067,37.69405711,031-8075-7263,경기도,고양시,20070101,N
243,24. 선도동행정복지센터 주차장,간이운동장,경상북도 경주시 충효동 544-3 선도동주민센터,,129.1748517,35.84361827,054-779-8422,경상북도,경주시,20211217,N
244,24.탄중어린이공원(탄현6호),간이운동장,경기도 고양시 일산서구 탄중로233번길 16 (탄현동),일산서구 탄현동 1501,126.7709827,37.69423204,031-8075-7263,경기도,고양시,20110103,N
245,25.한뫼어린이공원(중산10호),간이운동장,경기도 고양시 일산서구 고봉로 395 (일산동),일산서구 일산동 1557-1,126.7775164,37.69480675,031-8075-7263,경기도,고양시,20120102,N
246,26.탄현용현어린이공원(168호),간이운동장,경기도 고양시 일산서구 탄현로 139 (탄현동),일산서구 탄현동 1634-1,126.765147,37.70353753,031-8075-7263,경기도,고양시,20101101,N
247,267호 소공원,간이운동장,경기 부천시 원미구 원미동 39-5,,126.7905178,37.50046539,032-340-0895,경기도,부천시,20180423,N
248,26사단 해와달마을 풋살장,간이운동장,경기도 양주시 백석읍 방성리 93,방성리 산141-1,127.0071989,37.80087296,031-8082-5647,경기도,양주시,20190119,N
249,27. 농기계임대사업소 주변,간이운동장,경상북도 경주시 서악동 1153,,129.1894001,35.82859433,054-779-8422,경상북도,경주시,20221219,N
